code,name,manufacturer,itemType,ean,defaultCategory,categoryText,categoryText2,price,standardPrice,purchasePrice,currency,percentVat,maxDiscount,applyDiscountCoupon,applyLoyaltyDiscount,applyQuantityDiscount,applyVolumeDiscount,relativeMargin,absoluteMargin,variant_Sila_vrecusok_v_boxe_,stock,availabilityOutOfStock,availabilityInStock,productVisibility
IZ30,IZY VAPE ONE BANANA ICE,IZY VAPE,product,8588009231974,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ31,IZY VAPE ONE APPLE ICE,IZY VAPE,product,8588009231813,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ32,IZY VAPE PRO WATERMELON,IZY VAPE,product,8588009819929,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ33,IZY VAPE ONE LEMON ICE,IZY VAPE,product,8588009231998,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ34,IZY VAPE ONE MANGO ICE,IZY VAPE,product,8588009231912,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ35,IZY VAPE ONE COLA ICE,IZY VAPE,product,8588009231936,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ36,IZY VAPE ONE PINEAPPLE ICE,IZY VAPE,product,8588009231899,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ37,IZY VAPE ONE BLUEBERRY ICE,IZY VAPE,product,8588009231950,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ38,IZY VAPE ONE ORANGE ICE,IZY VAPE,product,8588009295075,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ39,IZY VAPE ONE PEACH ICE,IZY VAPE,product,8588009231875,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ40,IZY VAPE ONE GRAPE ICE,IZY VAPE,product,8588009231837,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ41,IZY VAPE ONE BUBBLEGUM,IZY VAPE,product,8588009295037,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ42,IZY VAPE ONE MINT,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ43,IZY VAPE PRO APPLE,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ44,IZY VAPE PRO BANANA,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ45,IZY VAPE PRO BERRIES,IZY VAPE,product,8588009819707,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ46,IZY VAPE PRO BLUEBERRY,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ47,IZY VAPE PRO BUBBLEGUM,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ48,IZY VAPE PRO CAPUCCINO,IZY VAPE,product,8588009819868,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ49,IZY VAPE ONE CLASSIC TOBACCO,IZY VAPE,product,8588009295136,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ50,IZY VAPE PRO COLA,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ51,IZY VAPE PRO GRAPE,IZY VAPE,product,8588009819721,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ52,IZY VAPE PRO MANGO,IZY VAPE,product,8588009819752,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ53,IZY VAPE PRO MINT,IZY VAPE,product,8588009819790,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ54,IZY VAPE PRO PEACH,IZY VAPE,product,8588009819783,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ55,IZY VAPE PRO PINEAPPLE,IZY VAPE,product,8588009819745,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ56,IZY VAPE PRO RICH TOBACCO,IZY VAPE,product,8588009819882,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ57,IZY VAPE PRO STRAWBERRY,IZY VAPE,product,8588009819714,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ58,IZY VAPE PRO WATERMELON,IZY VAPE,product,8588009819738,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ59,IZY VAPE PRO TOBACCO MINT,IZY VAPE,product,8588009819875,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ60,IZY VAPE ONE BERRY MIX,IZY VAPE,product,8588009231776,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ61,IZY VAPE ONE STRAWBERRY ICE,IZY VAPE,product,8588009231790,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
GT01,GOAT COOL MINT,GOAT,product,8594203202122,Nikotinove vrecuska > GOAT,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > GOAT,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
GT02,GOAT BLUEBERRY,GOAT,product,8594203202139,Nikotinove vrecuska > GOAT,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > GOAT,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
GT03,GOAT CRYSTAL ICE,GOAT,product,8594203202108,Nikotinove vrecuska > GOAT,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > GOAT,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
GT04,GOAT WILD CHERRY,GOAT,product,8594203202115,Nikotinove vrecuska > GOAT,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > GOAT,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
GT05,GOAT FROSTED,GOAT,product,8594203202092,Nikotinove vrecuska > GOAT,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > GOAT,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
IGN01,IGNITE MINT,IGNITE,product,,Nikotinove vrecuska,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > IGNITE,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IGN02,IGNITE BLUEBERRY,IGNITE,product,8101055012160,Nikotinove vrecuska,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > IGNITE,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IGN03,IGNITE DOUBLE APPLE,IGNITE,product,,Nikotinove vrecuska,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > IGNITE,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EAK7,AROMA KING PINEAPPLE CLASSIC,AROMA KING,product,,,E-cigarety,,7.2,7.2,***,EUR,23,5,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
EAK8,AROMA KING STRAWBERRY ICE CLASSIC,AROMA KING,product,,,E-cigarety,,7.2,7.2,***,EUR,23,5,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
NE11,NEO™ CLASSIC TOBACCO,NEO™,product,85976092,GLO ™ > NEO ™ - náplne,GLO ™ >> NEO ™ - náplne,GLO ™ >> Akčne baličky,3.7,3.7,***,EUR,23,1,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
IZ62,IZY VAPE ONE BANANA ICE,IZY VAPE,product,8588009231981,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ63,IZY VAPE PRO ORANGE,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ64,IZY VAPE PRO LEMON,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ65,IZY VAPE PRO ORANGE,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ66,IZY VAPE PRO CLASSIC TOBACCO,IZY VAPE,product,8588009819813,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG17,ICEBERG GUMMY BEARS,ICEBERG,product,4758763012445,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG18,ICEBERG DOUBLE MINT EXTREME,ICEBERG,product,4923425667213,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG19,ICEBERG CRAZY MIX EXTREME,ICEBERG,product,4245342412128,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
2953,ICEBERG GRAPE GUM EXTREME,ICEBERG,product,4751923249521,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG20,ICEBERG MELON PEACH EXTREME,ICEBERG,product,4743664535346,Nikotinove vrecuska > Iceberg,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > Iceberg,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
BR02,BARON Menthol,Baron,product,5904717759051,Neviditelne produkty,Neviditelne produkty,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
BR01,BARON Classic Black,Baron,product,5904316128104,Neviditelne produkty,Neviditelne produkty,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
BR03,BARON Fruit Cocktail,Baron,product,5904717759952,Neviditelne produkty,Neviditelne produkty,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
IZ67,IZY VAPE ONE WATERMELON ICE,IZY VAPE,product,8588009231851,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VMPD01,VOOM POD COLA LIME,Voom,product,735745540787,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.39,4.39,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VMPD02,VOOM POD WATERMELON ICE,Voom,product,735745540954,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
VMPD03,VOOM POD BLACKCURRANT LEMON,Voom,product,735745540961,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.39,4.39,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VMPD04,VOOM POD MINT,Voom,product,735745540824,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.39,4.39,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VMPD05,VOOM POD MIX BERRY,Voom,product,735745540831,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.39,4.39,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VMPD06,VOOM POD STRAWBERRY ICE,Voom,product,735745540855,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VMPD07,VOOM POD PEACH ICE,Voom,product,735745540848,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VMPD08,VOOM POD LOVE 66,Voom,product,735745540800,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.39,4.39,***,EUR,23,,1,1,1,1,***,***,,13,Vypredane,Skladom,visible
VMPD09,VOOM POD GRAPE ICE,Voom,product,735745540794,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.39,4.39,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VMPD10,VOOM POD MANGO ICE,Voom,product,735745540817,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.39,4.39,***,EUR,23,,1,1,1,1,***,***,,11,Vypredane,Skladom,visible
VMPD11,VOOM POD BLUEBERRY,Voom,product,735745541197,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.39,4.39,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
GLPRO01,GLO™ HYPER PRO,GLO™,product,8595682177536,GLO ™,GLO ™,,49.0,49.0,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
GLPRO02,GLO™ HYPER PRO,GLO™,product,8595682177413,GLO ™,GLO ™,,49.0,49.0,***,EUR,23,,1,1,1,1,***,***,,2,Vypredane,Skladom,visible
GLPRO03,GLO™ HYPER PRO,GLO™,product,8595682177512,GLO ™,GLO ™,,49.0,49.0,***,EUR,23,,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
SIB01,SIBERIA RED SLIM,Siberia,product,7350049926353,Snus > Siberia,Snus > Siberia,,5.7,5.7,***,EUR,23,,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
VSG8,VUSE GO 700 DARK CHERRY,Vuse,product,8595682148680,E-cigarety > VUSE,E-cigarety > VUSE > VUSE GO 1000 (pen),,6.9,6.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VSG9,VUSE GO 700 PEPPERMINT ICE,Vuse,product,8595682148611,Neviditelne produkty,Neviditelne produkty,,6.9,6.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
CB9,CUBA BLUEBERRY MEDIUM,CUBA,product,5904717759013,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
CB10,CUBA WATERMELON MEDIUM,CUBA,product,5904717759501,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,2,Vypredane,Skladom,visible
CB11,CUBA FOREST BERRIES MEDIUM,CUBA,product,5904717759518,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
CB12,CUBA JOGURT MEDIUM,CUBA,product,5904717759594,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.7,4.7,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
CB13,CUBA CHEESE MEDIUM,CUBA,product,5904717759495,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
CB14,CUBA PEACH MEDIUM,CUBA,product,5905753347219,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
AR01,AROMA KING NONIC SUPER KICK DOUBLE MINT,AROMA KING,product,5905909059270,NONIC,NONIC > Super Kick,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
AR02,AROMA KING NONIC SUPER KICK PEACH,AROMA KING,product,5905909059331,NONIC,NONIC > Super Kick,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
AR03,AROMA KING NONIC SUPER KICK MANGO ICE,AROMA KING,product,5905909059270,NONIC,NONIC > Super Kick,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
AR04,AROMA KING NONIC SUPER KICK MUFFIN,AROMA KING,product,5905909059324,NONIC,NONIC > Super Kick,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
AR05,AROMA KING NONIC DOUBLE KICK MANGO ICE,AROMA KING,product,5905909059423,NONIC,NONIC > Double Kick,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
AR06,AROMA KING NONIC DOUBLE KICK DOUBLE MINT,AROMA KING,product,5905909059393,NONIC,NONIC > Double Kick,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
AR07,AROMA KING NONIC DOUBLE KICK FREEZE ICE,AROMA KING,product,5905909059416,NONIC,NONIC > Double Kick,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
AR08,AROMA KING NONIC SUPER KICK FREEZE ICE,AROMA KING,product,5905909059294,NONIC,NONIC > Super Kick,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
CB15,CUBA NINJA MINT FRESH,CUBA,product,5904717759624,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,13,Vypredane,Skladom,visible
CB16,CUBA NINJA STRAWBERRY,CUBA,product,5904717759631,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
CB17,CUBA NINJA COCONUT,CUBA,product,5904717759600,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,12,Vypredane,Skladom,visible
CB18,CUBA  BLACK CURRANT MEDIUM,CUBA,product,5905753347202,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
RV01,R4VE MERRY CHERRY,R4VE,product,,Energy vrecuska > R4VE,Energy vrecuska > R4VE,,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,48,Vypredane,Skladom,visible
RV02,R4VE LA PASSION FRUIT,R4VE,product,,Energy vrecuska > R4VE,Energy vrecuska > R4VE,,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,45,Vypredane,Skladom,visible
RV03,R4VE FROZEN CITRUS,R4VE,product,,Energy vrecuska > R4VE,Energy vrecuska > R4VE,,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,98,Vypredane,Skladom,visible
RV04,R4VE MINT BERRY,R4VE,product,,Energy vrecuska > R4VE,Energy vrecuska > R4VE,,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,49,Vypredane,Skladom,visible
EKC17,KURWA COLLECTION LYCHEE RASPBERRY ICE,Kurwa,product,4779053621239,E-cigarety > KURWA COLLECTION,E-cigarety > KURWA COLLECTION,,7.5,7.5,***,EUR,23,5,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
EKC18,KURWA COLLECTION SMOOTHIES STRAWBERRY RASPBERRY ICE,Kurwa,product,4779053621246,E-cigarety > KURWA COLLECTION,E-cigarety > KURWA COLLECTION,,7.5,7.5,***,EUR,23,5,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
EKC19,KURWA COLLECTION TROPIC FRUITS MANGO ICE,Kurwa,product,4779053621222,E-cigarety > KURWA COLLECTION,E-cigarety > KURWA COLLECTION,,7.5,7.5,***,EUR,23,5,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
EKC20,KURWA COLLECTION WATERMELON ICE,Kurwa,product,4779053620874,E-cigarety > KURWA COLLECTION,E-cigarety > KURWA COLLECTION,,7.5,7.5,***,EUR,23,5,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
BR04,BARON WINTERGREEN,Baron,product,5904717759945,Neviditelne produkty,Neviditelne produkty,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
BR05,BARON EUCALYPTUS,Baron,product,5904717759938,Neviditelne produkty,Neviditelne produkty,,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VMH01,VOOM CLEAR MESH WATERMELON ICE,Voom,product,735745541302,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,5.9,5.9,***,EUR,23,,1,1,1,1,***,***,,17,Vypredane,Skladom,visible
VMH02,VOOM CLEAR MESH TRIPPLE MELON,Voom,product,735745541357,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,5.9,5.9,***,EUR,23,,1,1,1,1,***,***,,14,Vypredane,Skladom,visible
VMH03,VOOM CLEAR MESH SOUR BLUE RASPBERRY,Voom,product,735745541333,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,5.9,5.9,***,EUR,23,,1,1,1,1,***,***,,14,Vypredane,Skladom,visible
VMH04,VOOM CLEAR MESH SOUR APPLE,Voom,product,735745541272,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,5.9,5.9,***,EUR,23,,1,1,1,1,***,***,,18,Vypredane,Skladom,visible
VMH05,VOOM CLEAR MESH MIX BERRY,Voom,product,735745541326,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,5.9,5.9,***,EUR,23,,1,1,1,1,***,***,,12,Vypredane,Skladom,visible
VMH06,VOOM CLEAR MESH MENTHOL,Voom,product,735745541319,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,5.9,5.9,***,EUR,23,,1,1,1,1,***,***,,16,Vypredane,Skladom,visible
VMH07,VOOM CLEAR MESH CHERRY,Voom,product,735745541289,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,5.9,5.9,***,EUR,23,,1,1,1,1,***,***,,16,Vypredane,Skladom,visible
VMH08,VOOM CLEAR MESH COTTON CANDY,Voom,product,735745541340,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,5.9,5.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VMH09,VOOM CLEAR MESH BLUEBERRY,Voom,product,735745541296,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,5.9,5.9,***,EUR,23,,1,1,1,1,***,***,,18,Vypredane,Skladom,visible
VMH10,VOOM CLEAR MESH BLUE RAZZ CHERRY,Voom,product,735745541364,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,5.9,5.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
AC7,ACE SUPERWHITE SPEARMINT,ACE,product,5707294364638,Nikotinove vrecuska > ACE,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > ACE,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,4,Vypredane,Skladom,visible
AC8,ACE X SUPERWHITE BLACK RASPBERRY CHILLI,ACE,product,5707294359900,Nikotinove vrecuska > ACE,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > ACE,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
AC9,ACE X SUPERWHITE HONEYDEW BLACK PEPPER,ACE,product,5707294362436,Nikotinove vrecuska > ACE,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > ACE,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
IGN04,IGNITE CHERRY COLA,IGNITE,product,8101368521106,Nikotinove vrecuska,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > IGNITE,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IGN05,IGNITE GRAPE,IGNITE,product,8101368521960,Nikotinove vrecuska,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > IGNITE,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VM18,VOOM WATERMELON ICE 0mg,Voom,product,735745548837,Neviditelne produkty,Neviditelne produkty,,6.9,6.9,***,EUR,23,,1,1,1,1,***,***,,2,Vypredane,Skladom,hidden
RV05,R4VE MANGO DJANGO,R4VE,product,,Energy vrecuska > R4VE,Energy vrecuska > R4VE,,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,48,Vypredane,Skladom,visible
